,AREA,SALE_COND,PARK_FACIL,BUILDTYPE,STREET,MZZONE,PROPERTY_AGE,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,LOG_PRICE
276,Anna Nagar,AdjLand,No,House,NoAccess,RL,43,1755,85,1.0,1.0,4,16.292129038908815
277,Adyar,Family,No,House,NoAccess,RM,20,1296,25,2.0,2.0,4,16.151402082251657
278,KK Nagar,AbNormal,Yes,House,Paved,RL,6,1554,18,2.0,1.0,4,16.184718436008016
279,Anna Nagar,AdjLand,Yes,House,Gravel,RL,9,1737,71,1.0,1.0,4,16.516407032068834
280,Karapakkam,Family,Yes,Others,NoAccess,I,12,785,116,1.0,1.0,2,15.614952441731688
281,Karapakkam,Partial,Yes,Commercial,Gravel,C,35,1678,70,2.0,2.0,4,16.346075090493745
282,KK Nagar,Normal Sale,Yes,Commercial,Paved,RM,9,2360,171,4.0,2.0,6,16.86027825132436
283,KK Nagar,Family,Yes,Others,Paved,RH,28,1464,2,2.0,1.0,4,16.110138073253047
285,Velachery,AbNormal,Yes,Others,NoAccess,C,26,1755,103,2.0,1.0,4,16.03004522525358
286,Velachery,Partial,No,Others,Paved,RL,20,1556,105,2.0,1.0,4,16.09470050629229
287,Adyar,AdjLand,No,House,Gravel,RH,36,1170,120,1.0,1.0,3,16.065853906934578
288,Adyar,Partial,No,Others,Gravel,I,37,901,106,1.0,1.0,3,15.894307516945311
289,Karapakkam,Partial,Yes,Commercial,Gravel,A,19,1160,184,1.0,1.0,3,16.07047413365505
290,Karapakkam,Family,Yes,House,NoAccess,A,8,1570,170,2.0,2.0,4,15.729282034057267
291,Karapakkam,AbNormal,No,Commercial,Paved,RL,32,1476,167,2.0,2.0,4,16.320194998138714
292,Karapakkam,Family,Yes,Others,Paved,I,19,586,190,1.0,1.0,2,15.551459880502192
293,Karapakkam,Normal Sale,Yes,House,Paved,RL,33,1059,110,1.0,1.0,3,15.937023673115295
294,TNagar,AbNormal,Yes,House,Gravel,RL,6,1712,1,1.0,1.0,4,16.484987276414348
295,Adyar,Partial,No,Others,Gravel,RH,39,847,7,1.0,1.0,3,15.868607097609935
296,Karapakkam,Family,No,House,NoAccess,I,23,1192,152,1.0,1.0,3,15.552252613891813
297,Velachery,Partial,Yes,Commercial,NoAccess,RL,25,1942,126,3.0,2.0,5,16.655790521604658
298,Karapakkam,Family,Yes,Others,NoAccess,I,17,557,105,1.0,1.0,2,15.422550196837992
299,Velachery,Normal Sale,Yes,Commercial,Gravel,I,19,1728,123,2.0,1.0,4,16.56555991645858
300,Velachery,Family,Yes,Commercial,Gravel,RM,29,1798,23,2.0,1.0,4,16.69341131968693
301,Karapakkam,Partial,Yes,House,Gravel,A,35,1497,24,2.0,2.0,4,15.806111049823546
302,Chrompet,Normal Sale,Yes,House,NoAccess,RH,32,1173,27,1.0,1.0,3,15.953607018162147
303,Anna Nagar,Partial,Yes,Commercial,NoAccess,RH,36,1640,198,1.0,1.0,4,16.73431237991427
304,KK Nagar,Partial,Yes,Others,Paved,RL,17,1747,82,2.0,1.0,4,16.24242733069551
305,Karapakkam,AbNormal,Yes,Commercial,NoAccess,I,43,1342,183,2.0,2.0,4,16.127367732050132
306,TNagar,AdjLand,No,House,NoAccess,RM,27,2000,31,2.0,1.0,5,16.46361030994456
307,Velachery,Family,No,Others,Gravel,RH,11,1987,158,3.0,2.0,5,16.279159947991094
308,Karapakkam,Family,No,Others,Gravel,C,17,1567,2,2.0,2.0,4,15.915520365137096
309,Karapakkam,Partial,No,Commercial,NoAccess,RM,34,1188,187,1.0,1.0,3,16.15531551759873
310,Adyar,Family,No,House,NoAccess,A,32,737,12,1.0,1.0,2,15.213526699795125
311,Karapakkam,AdjLand,Yes,Others,Paved,C,13,785,63,1.0,1.0,2,15.639725923300258
313,Adyar,Family,Yes,Commercial,NoAccess,RH,10,647,45,1.0,1.0,2,16.12054794163413
314,Karapakkam,AdjLand,Yes,Others,NoAccess,A,16,1171,111,1.0,1.0,3,15.686264955367362
315,KK Nagar,Partial,Yes,Commercial,Gravel,RM,18,2435,124,4.0,2.0,6,16.88175446243935
316,Velachery,AdjLand,Yes,Commercial,Paved,RL,16,1805,29,3.0,2.0,5,16.695318660851346
317,Karapakkam,Normal Sale,No,House,Gravel,A,17,1145,38,1.0,1.0,3,15.583215694191528
318,Karapakkam,Normal Sale,No,House,Paved,RL,28,971,15,1.0,1.0,3,15.757781808537716
319,Karapakkam,AbNormal,Yes,Others,Gravel,RL,39,1657,78,2.0,2.0,4,16.202227034745945
320,Velachery,AdjLand,Yes,House,NoAccess,RH,5,1638,16,2.0,1.0,4,16.13034571164218
321,Adyar,Normal Sale,Yes,Commercial,Paved,RL,5,1284,141,2.0,2.0,4,16.640722979834955
322,Adyar,AbNormal,No,Others,NoAccess,A,6,1273,66,2.0,2.0,4,15.867010853453106
323,Chrompet,Normal Sale,Yes,House,Gravel,RL,20,1185,188,1.0,1.0,3,16.170596161367293
324,TNagar,Family,Yes,Commercial,Gravel,RL,5,1538,161,1.0,1.0,4,16.83218720873066
325,KK Nagar,Normal Sale,No,Others,Paved,RH,30,1929,84,3.0,2.0,5,16.18603715662053
326,KK Nagar,AbNormal,Yes,House,Paved,RM,15,1656,30,2.0,1.0,4,16.25494169405431
327,Adyar,Family,Yes,Commercial,Gravel,I,15,1287,9,2.0,2.0,4,16.571352266013587
328,TNagar,AbNormal,No,Others,NoAccess,RH,32,1749,118,1.0,1.0,4,16.320261745934886
330,TNagar,Normal Sale,Yes,Others,Paved,RM,34,1962,180,2.0,1.0,5,16.618720018391976
331,KK Nagar,Normal Sale,No,House,Paved,RL,14,1425,106,2.0,1.0,4,16.0183198450714
332,Karapakkam,Normal Sale,Yes,Commercial,Paved,I,26,884,11,1.0,1.0,2,15.983196237305302
333,Chrompet,Normal Sale,No,Others,NoAccess,RH,10,1052,159,1.0,1.0,3,15.93072577280627
334,TNagar,Partial,No,House,Gravel,RL,31,1756,12,1.0,1.0,4,16.357926550750122
335,Karapakkam,AbNormal,Yes,House,Gravel,RM,38,523,148,1.0,1.0,2,15.870126478208455
336,Velachery,Family,Yes,Others,Paved,RM,22,1524,33,2.0,1.0,4,16.27272684389209
337,TNagar,Partial,Yes,Others,NoAccess,RM,43,1949,137,2.0,1.0,5,16.53221103729654
338,Chrompet,AdjLand,No,Others,Gravel,RL,22,1263,61,2.0,1.0,4,16.217145737675253
339,KK Nagar,Family,Yes,House,Paved,RL,18,1917,106,3.0,2.0,5,16.272063514075622
340,KK Nagar,Partial,No,House,Paved,RH,20,1401,100,2.0,1.0,4,15.886026635935153
341,Chrompet,Family,No,Others,Gravel,RM,17,723,8,1.0,1.0,2,16.008923100943452
342,TNagar,Normal Sale,No,Commercial,Paved,RH,37,1660,156,1.0,1.0,4,16.738036883187934
343,Chrompet,Partial,Yes,House,Gravel,RH,5,895,191,1.0,1.0,3,15.997492329532154
344,Anna Nagar,Partial,Yes,House,Gravel,RM,45,1889,160,2.0,1.0,5,16.476584099503082
345,Chrompet,AdjLand,No,Others,Paved,RH,25,1199,187,1.0,1.0,3,16.05803530116048
346,Karapakkam,AdjLand,Yes,Commercial,NoAccess,I,14,782,95,1.0,1.0,2,15.925309369433348
347,Anna Nagar,Partial,Yes,Others,Paved,RL,25,1571,124,1.0,1.0,4,16.410739816836145
348,KK Nagar,Normal Sale,Yes,Commercial,Paved,RL,24,1848,178,3.0,2.0,5,16.637157920235378
349,Chrompet,AdjLand,Yes,Others,NoAccess,RL,20,1131,64,1.0,1.0,3,16.16720443103098
350,Karapakkam,AdjLand,Yes,House,NoAccess,A,21,1062,15,1.0,1.0,3,15.54158329155316
351,KK Nagar,AdjLand,Yes,House,Paved,RM,24,1983,148,3.0,2.0,5,16.370146841096876
352,Velachery,AdjLand,No,House,Gravel,C,20,1572,1,2.0,1.0,4,15.957523648496936
353,Anna Nagar,Family,No,Others,Gravel,RH,32,1535,149,1.0,1.0,4,16.299589198380442
354,TNagar,Normal Sale,Yes,Commercial,Gravel,RM,32,1818,193,2.0,1.0,5,16.944972704444268
356,KK Nagar,AdjLand,No,Others,Gravel,RH,15,2189,60,3.0,2.0,5,16.36465818462794
357,Chrompet,Partial,No,Commercial,NoAccess,RL,17,1203,171,2.0,1.0,4,16.423506657973302
358,KK Nagar,Partial,Yes,Commercial,Gravel,RM,24,1610,140,2.0,1.0,4,16.6101598344048
359,Adyar,AbNormal,Yes,House,Paved,A,7,863,26,1.0,1.0,3,15.746430049319402
360,Karapakkam,Partial,No,Others,Gravel,RL,20,985,61,1.0,1.0,3,15.862525752422526
361,Karapakkam,AbNormal,No,Commercial,Paved,RH,38,1623,47,2.0,2.0,4,16.336397098184957
362,Adyar,Partial,No,House,Gravel,C,29,1019,153,1.0,1.0,3,15.747512868409855
363,Karapakkam,Family,Yes,House,Paved,RM,9,1575,4,2.0,2.0,4,16.174188041241454
364,Chrompet,AbNormal,No,Others,NoAccess,RM,9,802,161,1.0,1.0,3,15.929264271170586
365,TNagar,Normal Sale,No,Others,NoAccess,RH,34,1846,190,2.0,1.0,5,16.382300374587494
366,Chrompet,AdjLand,No,Others,Paved,RL,15,759,131,1.0,1.0,2,15.950735965058398
367,KK Nagar,AbNormal,No,Commercial,Paved,RL,30,2060,159,3.0,2.0,5,16.652799760881724
368,KK Nagar,Partial,Yes,Others,Gravel,RM,19,1503,183,2.0,1.0,4,16.287324200527387
369,Velachery,Partial,Yes,House,NoAccess,RL,49,1853,17,3.0,2.0,5,16.10203933546471
370,TNagar,AdjLand,Yes,Commercial,Paved,RL,37,1739,16,1.0,1.0,4,16.880770573269942
371,Karapakkam,Family,Yes,Commercial,Paved,RM,50,766,38,1.0,1.0,2,16.027293863065324
372,Chrompet,AbNormal,Yes,Others,NoAccess,RL,26,857,27,1.0,1.0,3,15.99911232023594
373,TNagar,Partial,No,House,Gravel,RM,39,1887,108,2.0,1.0,5,16.424407898947372
374,Karapakkam,Normal Sale,No,House,NoAccess,RM,7,1502,98,2.0,2.0,4,15.981656721255787
375,Velachery,Family,No,Others,NoAccess,A,30,1568,109,2.0,1.0,4,15.719370428705641
376,Chrompet,Partial,No,Commercial,NoAccess,RM,22,918,190,1.0,1.0,3,16.239425013180917
377,Adyar,Normal Sale,No,Commercial,Gravel,RH,40,1289,70,2.0,2.0,4,16.539074135303814
378,KK Nagar,AdjLand,No,Others,Gravel,RM,20,1941,34,3.0,2.0,5,16.380368449704488
379,Velachery,AbNormal,Yes,Others,NoAccess,RL,23,1730,146,2.0,1.0,4,16.218945729872527
380,Velachery,Normal Sale,Yes,Commercial,Gravel,A,27,1513,128,2.0,1.0,4,16.375147367259675
381,Velachery,Family,Yes,House,NoAccess,RH,24,1762,142,2.0,1.0,4,16.060783754752322
382,Anna Nagar,Partial,Yes,House,NoAccess,RH,33,1970,65,2.0,1.0,5,16.374600010439455
383,Velachery,AbNormal,No,Commercial,NoAccess,I,45,1702,129,2.0,1.0,4,16.373534915946923
384,Velachery,Partial,No,House,NoAccess,C,21,1726,19,2.0,1.0,4,15.781905454560023
385,Chrompet,Family,Yes,Commercial,Gravel,RL,9,1243,164,2.0,1.0,4,16.590439040828088
386,Velachery,Partial,Yes,Commercial,Gravel,A,14,1550,53,2.0,1.0,4,16.390360054615744
387,KK Nagar,AdjLand,Yes,Commercial,Gravel,RH,14,1830,123,3.0,2.0,5,16.66569767605688
388,Karapakkam,AbNormal,Yes,House,Gravel,RM,33,1435,76,2.0,2.0,4,16.14665191198837
389,Velachery,Partial,Yes,Others,Paved,RH,5,1729,105,2.0,1.0,4,16.222226721157707
390,TNagar,AdjLand,Yes,Commercial,Gravel,RM,18,1572,113,1.0,1.0,4,16.894247517430756
391,Chrompet,AdjLand,Yes,Commercial,Gravel,RH,16,1145,74,1.0,1.0,3,16.51479498501547
392,Chrompet,AbNormal,Yes,Others,NoAccess,RH,30,1043,143,1.0,1.0,3,15.968262852317098
393,Karapakkam,Normal Sale,No,Others,Paved,RM,44,1332,137,1.0,1.0,3,15.984441850842305
394,Karapakkam,Family,Yes,Commercial,NoAccess,I,15,608,41,1.0,1.0,2,15.692710601672971
395,Adyar,Partial,Yes,Commercial,NoAccess,I,31,676,67,1.0,1.0,2,15.98301837836254
396,Velachery,AdjLand,Yes,Others,Gravel,RH,36,1685,175,2.0,1.0,4,16.269728334721197
397,Adyar,AdjLand,No,Others,Gravel,C,39,658,175,1.0,1.0,2,15.665170943087167
398,Chrompet,AdjLand,No,Others,Paved,RL,32,1008,99,1.0,1.0,3,16.033583620725107
399,Anna Nagar,Family,No,Others,NoAccess,RM,31,1924,36,2.0,1.0,5,16.467234540032834
400,KK Nagar,AdjLand,No,Commercial,Gravel,RH,13,2112,77,3.0,2.0,5,16.701018060082735
401,Chrompet,Normal Sale,Yes,Commercial,Gravel,RH,37,917,177,1.0,1.0,3,16.32560555110638
403,Anna Nagar,AbNormal,Yes,Others,Paved,RL,20,1694,161,1.0,1.0,4,16.50727682589878
404,Anna Nagar,AdjLand,Yes,Commercial,NoAccess,RH,43,1625,192,1.0,1.0,4,16.767308446448244
405,Anna Nagar,Normal Sale,Yes,Others,NoAccess,RL,5,1882,45,2.0,1.0,5,16.561098133122243
406,TNagar,Normal Sale,Yes,Commercial,NoAccess,RM,23,1924,80,2.0,1.0,5,16.95039880772431
407,Chrompet,AbNormal,No,Commercial,NoAccess,RM,28,894,89,1.0,1.0,3,16.24187807645464
408,Karapakkam,Normal Sale,Yes,Others,NoAccess,RL,40,904,82,1.0,1.0,3,15.791397313785586
409,Adyar,AdjLand,No,House,Gravel,RH,34,1279,190,2.0,2.0,4,16.146911361641727
410,Velachery,AbNormal,No,Others,Gravel,RM,47,1547,23,2.0,1.0,4,16.1797063276393
411,Karapakkam,Family,No,House,Paved,RH,25,626,193,1.0,1.0,2,15.495774061428419
412,TNagar,Partial,No,Others,NoAccess,RM,44,1673,32,1.0,1.0,4,16.360243314762172
413,Chrompet,Partial,Yes,Others,Gravel,RH,14,1296,65,2.0,1.0,4,16.22976242033346
414,KK Nagar,Partial,No,Commercial,Gravel,RH,6,2194,73,3.0,2.0,5,16.690758694921033
415,KK Nagar,Partial,No,Commercial,Paved,RL,16,1678,200,2.0,1.0,4,16.478099966383827
416,Chrompet,AdjLand,Yes,House,NoAccess,RM,18,702,190,1.0,1.0,2,15.940670527047528
417,Adyar,Partial,Yes,House,NoAccess,RH,27,1067,55,1.0,1.0,3,15.93113237804883
418,Chrompet,Family,Yes,Commercial,Paved,RH,25,980,90,1.0,1.0,3,16.328756739477438
419,KK Nagar,AdjLand,Yes,House,Paved,RM,20,1989,185,3.0,2.0,5,16.348006651345187
420,Chrompet,Normal Sale,No,Commercial,Paved,RL,35,1257,163,2.0,1.0,4,16.476637690788216
421,Chrompet,Normal Sale,Yes,Others,Gravel,RH,21,1069,55,1.0,1.0,3,16.16627334189002
422,Karapakkam,AbNormal,No,Commercial,NoAccess,RL,13,606,86,1.0,1.0,2,15.748868253580046
423,Karapakkam,Partial,Yes,House,Gravel,RL,36,1449,49,2.0,2.0,4,16.058321760916968
424,Karapakkam,Family,No,House,Paved,RM,12,1154,170,1.0,1.0,3,15.918097173951152
425,Adyar,Family,No,Commercial,Gravel,RM,33,927,72,1.0,1.0,3,16.39690669190379
426,Karapakkam,Family,Yes,Others,Gravel,RL,31,1613,151,2.0,2.0,4,16.18465799777844
427,Velachery,AdjLand,Yes,House,Gravel,RM,55,1851,106,3.0,2.0,5,16.3410199782447
428,Velachery,Family,No,Commercial,NoAccess,C,45,1511,128,2.0,1.0,4,16.21007793582148
429,KK Nagar,AbNormal,No,Others,Paved,RH,29,1765,6,2.0,1.0,4,16.104185146960457
430,Karapakkam,Normal Sale,Yes,Commercial,NoAccess,RM,17,1238,63,1.0,1.0,3,16.304037729081358
431,Chrompet,Family,Yes,House,Gravel,RH,23,934,3,1.0,1.0,3,15.990187617570397
432,Chrompet,Family,Yes,House,Paved,RL,36,754,92,1.0,1.0,2,15.901500735445977
433,TNagar,Partial,Yes,Others,Paved,RL,10,1736,60,1.0,1.0,4,16.496902565987835
434,Chrompet,AbNormal,Yes,House,Gravel,RH,33,980,18,1.0,1.0,3,16.007065537908883
435,Karapakkam,AdjLand,No,Commercial,Paved,I,46,1299,114,1.0,1.0,3,16.103197015414338
436,Karapakkam,Normal Sale,No,Others,Paved,RH,36,849,118,1.0,1.0,2,15.601194441475814
438,TNagar,Partial,Yes,House,Paved,RM,31,1634,11,1.0,1.0,4,16.407330492240362
439,Karapakkam,AdjLand,Yes,Commercial,Paved,I,6,1320,57,1.0,1.0,3,16.264858162503085
440,Chrompet,AdjLand,Yes,House,NoAccess,RH,7,769,69,1.0,1.0,2,15.83058476385349
441,Karapakkam,Partial,Yes,House,Gravel,I,32,1150,32,1.0,1.0,3,15.799987909978293
442,Chrompet,Normal Sale,No,Others,Paved,RH,36,908,39,1.0,1.0,3,15.86621421910412
443,Karapakkam,AbNormal,Yes,Commercial,Gravel,RH,6,1668,141,2.0,2.0,4,16.475215675833837
444,KK Nagar,AdjLand,No,House,Gravel,RH,6,1990,149,3.0,2.0,5,16.224328955624987
445,Anna Nagar,Normal Sale,No,Others,Gravel,RH,35,1857,28,2.0,1.0,5,16.447426448094777
446,KK Nagar,Partial,Yes,Commercial,Gravel,RL,14,2061,115,3.0,2.0,5,16.727217645962988
447,KK Nagar,AbNormal,No,House,Gravel,RL,11,1668,14,2.0,1.0,4,16.192073728961876
448,KK Nagar,Normal Sale,No,House,Gravel,RL,26,1444,198,2.0,1.0,4,16.085105614760636
449,Chrompet,Partial,Yes,Others,Paved,RH,29,1121,106,1.0,1.0,3,16.05509983257603
450,KK Nagar,Normal Sale,Yes,House,Paved,RH,23,1514,4,2.0,1.0,4,16.072749897988032
451,Chrompet,AbNormal,Yes,House,NoAccess,RL,4,1256,34,2.0,1.0,4,16.158840106472503
452,Karapakkam,AbNormal,Yes,Others,NoAccess,RH,19,672,103,1.0,1.0,2,15.634427242429373
453,Adyar,Family,Yes,Commercial,Gravel,RL,37,908,112,1.0,1.0,3,16.429242973342888
454,Karapakkam,Normal Sale,Yes,House,Paved,RL,18,1631,22,2.0,2.0,4,16.107183125344207
455,Adyar,Normal Sale,Yes,Others,Gravel,RL,37,1001,58,1.0,1.0,3,16.219837467013402
456,Velachery,Normal Sale,No,Commercial,Paved,A,48,1618,8,2.0,1.0,4,16.301458332260687
457,KK Nagar,AdjLand,Yes,Others,Paved,RH,20,2340,129,4.0,2.0,6,16.440380651563785
458,Karapakkam,AdjLand,No,Others,NoAccess,RH,50,1159,121,1.0,1.0,3,15.689226748127123
459,Velachery,AbNormal,Yes,Others,Paved,RH,25,1775,43,2.0,1.0,4,16.26886685535724
460,Chrompet,Partial,No,Commercial,Gravel,RM,19,1008,30,1.0,1.0,3,16.39447152353182
461,Velachery,Normal Sale,Yes,Commercial,Paved,RM,12,1563,57,2.0,1.0,4,16.611896247921837
462,KK Nagar,Normal Sale,Yes,House,Gravel,RL,6,1723,35,2.0,1.0,4,16.3030450020745
463,Velachery,Normal Sale,No,Commercial,NoAccess,RM,47,1543,55,2.0,1.0,4,16.42063645861024
464,Chrompet,AdjLand,No,Others,Gravel,RL,29,1231,161,2.0,1.0,4,16.186017816110432
465,TNagar,Family,No,Others,Paved,RL,32,1995,111,2.0,1.0,5,16.500934368701333
466,KK Nagar,AdjLand,No,Others,Paved,RM,28,2113,28,3.0,2.0,5,16.380420606960936
467,TNagar,Partial,Yes,Commercial,Gravel,RM,24,1849,93,2.0,1.0,5,16.962964535198548
468,Chrompet,AdjLand,Yes,Others,Paved,RH,12,1095,144,1.0,1.0,3,16.15743664533906
469,Karapakkam,AdjLand,No,Commercial,Paved,RH,46,1057,187,1.0,1.0,3,16.042495427489687
470,Karapakkam,Partial,Yes,House,Gravel,I,25,841,187,1.0,1.0,2,15.696617617553569
471,Adyar,AdjLand,Yes,House,Gravel,C,34,693,80,1.0,1.0,2,15.792848219831054
472,Anna Nagar,Partial,No,House,Gravel,RL,24,1666,173,1.0,1.0,4,16.336986090601858
473,TNagar,AdjLand,Yes,Commercial,Gravel,RM,43,1517,131,1.0,1.0,4,16.845153558151857
474,Anna Nagar,Family,No,Commercial,Gravel,RH,43,1854,72,2.0,1.0,5,16.838712754540804
475,Adyar,AbNormal,No,Commercial,Paved,A,38,789,117,1.0,1.0,2,15.958779586806926
476,Chrompet,AbNormal,Yes,House,Paved,RL,4,760,24,1.0,1.0,2,15.960127293062865
477,Chrompet,Family,No,Others,Paved,RH,11,1137,29,1.0,1.0,3,16.03930176318451
478,Anna Nagar,Family,Yes,Commercial,Gravel,RH,13,1687,6,1.0,1.0,4,16.837469437670375
480,Karapakkam,AbNormal,No,Commercial,Gravel,RH,14,1662,154,2.0,2.0,4,16.42427103804808
481,Adyar,AdjLand,No,Others,Paved,I,19,1065,75,1.0,1.0,3,16.026758787069305
482,KK Nagar,Family,No,Others,Paved,RM,29,1621,101,2.0,1.0,4,16.1672701222247
483,Chrompet,Normal Sale,Yes,Others,NoAccess,RM,21,703,60,1.0,1.0,2,15.960818371742624
484,Chrompet,AbNormal,No,Others,Gravel,RL,34,1221,62,2.0,1.0,4,16.150072304539123
485,KK Nagar,Family,No,Commercial,Gravel,RH,11,1577,22,2.0,1.0,4,16.452268460207282
486,Chrompet,Normal Sale,Yes,Others,Paved,RM,4,989,193,1.0,1.0,3,16.216898632912084
487,KK Nagar,AdjLand,Yes,Others,Gravel,RL,28,1368,6,2.0,1.0,4,16.259110720884554
488,KK Nagar,Family,Yes,Commercial,Paved,RL,30,2365,128,4.0,2.0,6,16.78662052520635
489,Anna Nagar,Normal Sale,No,Commercial,Paved,RL,32,1525,119,1.0,1.0,4,16.724568852149112
490,Adyar,AdjLand,Yes,House,Paved,I,19,1180,63,1.0,1.0,3,16.10475353951513
491,Karapakkam,AbNormal,No,Others,Gravel,I,18,1122,58,1.0,1.0,3,15.792356369552989
492,Anna Nagar,Partial,Yes,Commercial,Paved,RH,33,1775,152,1.0,1.0,4,16.831514074487163
493,Anna Nagar,Family,No,Others,NoAccess,RL,30,1877,47,2.0,1.0,5,16.428469408650596
494,Chrompet,AbNormal,No,House,Gravel,RM,17,760,127,1.0,1.0,2,15.972692929258752
495,KK Nagar,Family,No,Others,Paved,RH,17,2297,51,4.0,2.0,6,16.31459160795007
496,Karapakkam,Partial,Yes,Others,Gravel,RL,9,787,43,1.0,1.0,2,15.934917607484342
497,KK Nagar,AbNormal,No,House,Paved,RH,28,2317,37,4.0,2.0,6,16.233815136737192
498,Karapakkam,Family,Yes,House,Gravel,C,34,749,187,1.0,1.0,2,15.53221560729821
499,Velachery,Family,No,House,Paved,RM,14,1616,188,2.0,1.0,4,16.147997112931915
500,Adyar,AbNormal,Yes,House,Paved,RH,25,1284,199,2.0,2.0,4,16.154424590808762
501,Chrompet,AbNormal,Yes,Commercial,NoAccess,RM,38,756,176,1.0,1.0,2,16.204018635864113
502,Chrompet,Normal Sale,No,House,Paved,RM,34,1238,132,2.0,1.0,4,16.088707004239502
503,Chrompet,AbNormal,Yes,House,Paved,RH,31,1236,41,2.0,1.0,4,16.091051533245643
504,TNagar,Normal Sale,No,Others,Paved,RM,42,1664,108,1.0,1.0,4,16.446535787886873
505,Anna Nagar,Normal Sale,No,Commercial,Paved,RM,19,1537,37,1.0,1.0,4,16.76529412408433
506,Velachery,Partial,No,Commercial,Paved,RH,44,1731,184,2.0,1.0,4,16.47300003838654
507,Chrompet,AdjLand,Yes,House,Paved,RH,4,929,39,1.0,1.0,3,16.038724900804088
508,Chrompet,Normal Sale,No,House,Gravel,RM,20,786,21,1.0,1.0,2,15.958093316882124
509,Karapakkam,AdjLand,Yes,Others,Paved,RH,14,1370,178,2.0,2.0,4,16.08482476244178
510,Karapakkam,AbNormal,No,House,Gravel,C,39,1685,58,2.0,2.0,4,15.814237040993303
511,TNagar,AdjLand,No,House,Paved,RM,30,1549,77,1.0,1.0,4,16.356466516021225
512,Anna Nagar,AdjLand,Yes,Commercial,Paved,RH,18,1539,107,1.0,1.0,4,16.760014166621133
514,Chrompet,Partial,Yes,Commercial,Paved,RH,5,918,131,1.0,1.0,3,16.317727106597783
515,Chrompet,AbNormal,Yes,Others,Paved,RM,36,774,50,1.0,1.0,2,16.05576493083349
516,Chrompet,Partial,No,Commercial,Gravel,RH,37,1072,36,1.0,1.0,3,16.329466818889355
517,Chrompet,AdjLand,Yes,Others,Gravel,RH,22,1239,59,2.0,1.0,4,16.234039307104045
518,KK Nagar,AdjLand,No,Commercial,Gravel,RH,27,1362,96,2.0,1.0,4,16.361361543160754
519,TNagar,Partial,Yes,Others,Gravel,RL,32,1785,128,1.0,1.0,4,16.505840478181334
520,KK Nagar,Family,Yes,House,Gravel,RL,30,2181,104,3.0,2.0,5,16.324642719398064
521,KK Nagar,AbNormal,Yes,Others,Paved,RM,29,2033,99,3.0,2.0,5,16.39042730630101
522,Adyar,Partial,No,Commercial,Gravel,C,23,952,167,1.0,1.0,3,16.225371052052225
523,Chrompet,AbNormal,No,Commercial,NoAccess,RM,30,1066,176,1.0,1.0,3,16.370994645373166
524,Chrompet,Partial,Yes,Commercial,Paved,RM,30,1153,58,1.0,1.0,3,16.528044757568946
525,Velachery,Partial,Yes,House,NoAccess,RH,15,1849,190,3.0,2.0,5,16.1114041124687
526,Karapakkam,Partial,Yes,House,NoAccess,I,32,1095,190,1.0,1.0,3,15.570680901706154
527,Adyar,Partial,Yes,Others,NoAccess,RM,33,1100,135,1.0,1.0,3,16.17940258112593
528,Adyar,AbNormal,No,House,Gravel,RM,27,1300,72,2.0,2.0,4,16.25740644810451
529,TNagar,Normal Sale,No,House,Paved,RH,32,1806,12,2.0,1.0,5,16.334682876462637
530,Anna Nagar,Family,No,House,Paved,RL,12,1897,167,2.0,1.0,5,16.401806674220648
531,Chrompet,Partial,No,House,Gravel,RH,23,1121,158,1.0,1.0,3,15.971467208033676
532,Adyar,Partial,No,Commercial,Paved,RL,31,985,50,1.0,1.0,3,16.330632428808048
533,Velachery,AbNormal,Yes,Others,Gravel,C,20,1782,13,2.0,1.0,4,16.189148811923904
534,Anna Nagar,AdjLand,No,Commercial,Paved,RH,26,1582,198,1.0,1.0,4,16.70340870344671
535,Chrompet,AbNormal,Yes,House,NoAccess,RL,6,1225,72,2.0,1.0,4,16.120991354359504
536,KK Nagar,AdjLand,Yes,House,Gravel,RM,23,1727,25,2.0,1.0,4,16.329407320812685
537,Velachery,AdjLand,Yes,Commercial,Paved,RL,18,1712,29,2.0,1.0,4,16.623603540605693
538,Adyar,Family,Yes,Others,NoAccess,I,21,1089,82,1.0,1.0,3,16.012493883979513
539,Velachery,Family,No,Commercial,Paved,I,53,1532,80,2.0,1.0,4,16.309110478208922
540,KK Nagar,AbNormal,Yes,Others,Gravel,RH,14,1301,103,1.0,1.0,3,16.143376383255315
541,Adyar,AbNormal,No,Others,NoAccess,I,30,812,180,1.0,1.0,3,15.700695249762287
542,Chrompet,Family,No,House,Gravel,RL,37,863,113,1.0,1.0,3,15.917324461557934
543,Velachery,Normal Sale,Yes,House,NoAccess,RM,32,1686,78,2.0,1.0,4,16.167716707935934
544,Karapakkam,Normal Sale,No,Commercial,Paved,RM,37,1332,146,1.0,1.0,3,16.293823097650748
545,Chrompet,Normal Sale,Yes,Commercial,Gravel,RM,37,969,184,1.0,1.0,3,16.46349286974575
546,Adyar,Normal Sale,No,House,Paved,RH,35,1300,77,2.0,2.0,4,16.066083045296853
547,Karapakkam,Normal Sale,Yes,Others,Gravel,A,14,593,101,1.0,1.0,2,15.449835795738306
548,Chrompet,AbNormal,No,House,Paved,RH,36,809,56,1.0,1.0,3,15.735917826965464
